Run,Condition,Reference,Average,Min,Max,Total Oligos,Prcnt 0 Reads,Insertion Average,%InsA,%InsC,%InsT,%InsG,Deletion Average,%DelA,%DelC,%DelT,%DelG,Substitution Average,%Sub AtoC,%Sub AtoG,%Sub AtoT,%Sub CtoA,%Sub CtoG,%Sub CtoT,%Sub GtoA,%Sub GtoC,%Sub GtoT,%Sub TtoA,%Sub TtoC,%Sub TtoG
54,H1_GenTegra_85_Run54-report,id15,25.85,0,71,7373,1.94,0.0634,22.4537,19.69,19.772,38.0843,0.7082,25.0919,24.0259,24.4066,26.6539,1.041,7.0651,1.4254,9.6477,10.5413,5.3762,2.0152,5.4112,7.9981,10.0714,14.954,18.4208,6.7913
54,H10_DNAStablePCR_85_Run54-report,id15,58.8,0,143,7373,1.86,0.0673,22.4368,19.9639,19.9741,37.6218,0.6544,25.1606,23.8066,24.5984,26.61,0.6982,3.4913,1.7304,4.4707,13.1039,1.9273,3.1949,8.6223,7.9679,7.1844,18.5396,27.5285,1.8288
54,H10_DNAStablePCR_85_Run54-report,id8,51.95,0,171,21601,0.08,0.07,19.7552,17.2617,16.1499,46.8269,0.6737,28.4228,27.1686,21.7719,23.7275,0.8768,8.7034,8.7631,13.3176,10.7992,5.2714,7.6475,5.0824,7.2164,16.7458,9.3021,5.1323,3.2753
54,H11_DNAStablePCR_85_Run54-report,id15,0.01,0,2,7373,98.68,0.0816,12.5,25,25,37.5,0.3061,23.0021,16.0421,29.1829,32.656,1.0306,4.7394,2.8437,7.5831,14.8081,1.851,0,7.3267,5.2333,10.4667,19.6423,19.6423,5.6121
54,H11_DNAStablePCR_85_Run54-report,id8,0.02,0,2,21601,98.04,0.0824,20,22.8571,11.4286,45.7143,0.8294,29.7081,28.5051,19.2833,24.1708,1.6518,10.149,5.3017,15.9052,11.0476,7.5669,4.5401,4.1064,7.9562,15.0142,10.7681,2.3929,6.3412
54,H12_DNAStablePCR_85_Run54-report,id8,30.47,0,104,21601,0.22,0.0714,19.9415,17.1188,16.5021,46.4334,0.6622,28.3591,27.2755,21.7608,23.7009,0.9799,8.5262,7.9702,13.29,12.1055,5.334,6.9785,4.7901,7.8687,16.2168,10.2596,4.6816,3.1567
54,H12_DNAStablePCR_85_Run54-report,id15,37.65,0,96,7373,1.98,0.0674,22.2151,19.5048,19.6326,38.6475,0.6507,25.0576,23.9595,24.4826,26.6809,0.8043,3.6867,1.7225,5.1053,14.0574,2.3454,2.9035,7.7557,8.9401,7.6785,19.3587,24.1467,1.9715
54,H2_GenTegra_85_Run54-report,id15,20.02,0,56,7373,2.08,0.066,21.9437,20.3683,19.5908,38.0972,0.6692,24.9704,23.9052,24.5193,26.797,1.0792,6.6424,1.3934,9.7148,11.0801,5.1582,1.9645,5.3953,8.0801,10.6403,15.3463,17.9871,6.3722
54,H2_GenTegra_85_Run54-report,id8,49.81,0,175,21601,0.11,0.0681,19.89,17.0926,16.8926,46.1194,0.6884,28.449,27.2981,21.698,23.6728,1.6027,10.0781,5.2661,16.0318,12.6948,8.0738,4.1213,2.7784,6.7466,15.9318,9.6567,2.893,7.089
54,H3_GenTegra_85_Run54-report,id15,23.54,0,63,7373,2.01,0.0664,22.6073,19.5465,20.0466,37.7996,0.6628,25.1154,23.752,24.6133,26.703,1.0119,6.2582,1.4509,9.2633,11.116,5.0562,2.0834,5.6716,7.8912,10.2292,15.426,19.2897,5.9848
54,H3_GenTegra_85_Run54-report,id8,48.19,0,187,21601,0.12,0.0697,19.9379,17.2594,16.6316,46.167,0.6734,28.4345,27.296,21.7631,23.6167,1.5555,10.028,5.4117,15.8966,12.4804,7.9773,4.2808,2.8925,6.7802,15.9222,9.6837,3.0249,6.9535
54,H4_DNAStablePCR_65_Run54-report,id8,0.17,0,5,21601,84.76,0.066,20.0855,20.0855,19.2308,40.5983,0.5738,28.7535,27.5224,22.0552,22.8406,1.2073,9.3841,5.4368,15.2182,11.3188,8.5139,5.9325,3.3388,6.3184,16.3984,9.7946,3.9491,5.7086
54,H4_DNAStablePCR_65_Run54-report,id15,0.12,0,3,7373,89.37,0.0828,24.2857,25.7143,17.1429,32.8571,0.8163,26.5324,24.9729,22.4891,26.1453,0.8197,7.0437,1.127,5.635,11.5172,3.1915,3.6078,8.4834,8.4834,8.6376,15.5306,23.1572,3.4666
54,H5_DNAStablePCR_65_Run54-report,id8,57.85,0,201,21601,0.11,0.0699,19.8551,16.851,16.3331,46.9517,0.7163,28.3238,27.3002,21.728,23.7448,0.8619,8.7825,8.953,13.4138,10.5923,5.3082,7.7983,5.0938,6.982,16.8248,9.0319,5.2044,3.3307
54,H5_DNAStablePCR_65_Run54-report,id15,55.98,0,142,7373,1.83,0.0673,22.658,20.5611,19.3623,37.39,0.685,25.1102,23.9578,24.4212,26.6948,0.6845,3.4799,1.7987,4.4793,12.7221,2.0152,3.4134,8.895,7.5212,7.201,17.821,28.3159,1.9006
54,H6_DNAStablePCR_65_Run54-report,id15,53.15,0,143,7373,1.76,0.0669,22.6142,20.3547,19.4319,37.5954,0.6951,25.0814,23.8349,24.4574,26.823,0.7091,3.6661,1.8484,4.7296,13.0338,2.1318,3.2272,8.6946,8.0012,7.1833,18.0394,27.0945,1.9604
54,H6_DNAStablePCR_65_Run54-report,id8,54.56,0,198,21601,0.13,0.0705,19.5713,16.8257,16.1423,47.4535,0.7063,28.355,27.1848,21.7876,23.753,0.8881,8.662,8.749,13.3885,10.8166,5.2814,7.6398,5.1162,7.1677,16.7472,9.2621,5.1486,3.2827
54,H7_DNAStablePCR_75_Run54-report,id8,48.92,0,164,21601,0.14,0.0706,19.9832,17.2285,16.1727,46.6089,0.703,28.3187,27.1874,21.791,23.7793,0.8826,8.5675,8.7737,13.3922,10.9475,5.2641,7.658,5.1172,7.0971,16.7721,9.2752,5.1018,3.3033
54,H7_DNAStablePCR_75_Run54-report,id15,59.05,0,139,7373,1.79,0.0667,22.5836,19.7927,19.8133,37.807,0.6937,25.1208,23.745,24.6385,26.677,0.6996,3.4974,1.8032,4.5925,12.9852,2.0871,3.2544,8.7065,7.8499,7.0758,18.1142,27.7127,1.8984
54,H8_DNAStablePCR_75_Run54-report,id8,0.01,0,2,21601,98.66,0.055,6.25,0,31.25,62.5,0.6804,27.6858,22.1526,21.3971,29.0311,1.3522,8.1721,5.6359,14.6534,16.2964,6.0766,2.7621,4.9846,8.0703,14.479,10.227,3.1126,6.4474
54,H8_DNAStablePCR_75_Run54-report,id15,0.01,0,2,7373,99.09,0.1471,10,20,40,30,0.3382,12.6624,25.1944,42.068,19.3032,1.3015,5.334,0,4.2672,14.8582,3.1839,3.1839,2.4394,14.6365,13.4168,21.2651,14.8856,3.1898
54,H9_DNAStablePCR_75_Run54-report,id15,68.51,0,162,7373,1.64,0.0677,22.4425,19.9294,19.9294,37.6928,0.6594,25.0705,24.0312,24.5617,26.4985,0.728,3.3567,1.7176,4.7436,13.3505,2.1229,3.1467,8.4327,8.2545,7.4023,18.6744,26.6557,1.7651
54,H9_DNAStablePCR_75_Run54-report,id8,72.87,0,254,21601,0.04,0.0705,19.9255,17.1599,16.4055,46.502,0.6784,28.369,27.2327,21.7894,23.6984,0.9015,8.5496,8.6023,13.2942,11.2404,5.2665,7.4592,5.0051,7.3313,16.6341,9.6589,4.9747,3.2126
